headword,sense,concept,similarity,pos,concepticon_pos,sense_id,concepticon_id,include,certainty
sanggara,to search,LOOK FOR,20,Verb,verb,SN002003,1468,1,
sanggeran,sago,SAGO,19,Noun,noun,SN002005,2270,1,
sanggien,bird of paradise,BIRD OF PARADISE,19,Noun,noun,SN002007,2673,1,
sanggoup,branch,BRANCH,19,Noun,noun,SN002009,1531,1,
sanggoyie,to be broken (of a branch),BROKEN,11,Intransitive verb,adjective,SN002010,588,1,
sansa,to be dry,DRY,19,Intransitive verb,adjective,SN002012,1398,1,
sansan,to stop,HALT (STOP),20,Verb,verb,SN002014,2880,1,
saor,to anchor,ANCHOR,11,Verb,noun,SN002016,1870,1,
saor,anchor,ANCHOR,19,Noun,noun,SN002017,1870,1,
saouk,to emerge (from water),EMERGE (APPEAR),12,Verb,verb,SN002018,1076,1,
sap,stick,STICK,19,Noun,noun,SN002020,1295,1,
sapi,cow,COW,19,Noun,noun,SN002021,1007,1,
sara,to ascend; to move up; to climb; to harvest,CLIMB,16,Verb,verb,SN002023,1102,1,
saramin,glasses,SPECTACLES,19,Noun,noun,SN002027,1898,1,
sarem,ginger,GINGER,19,Noun,noun,SN002034,2500,1,
sarie,to chase; to follow; to hunt,HUNT,16,Verb,verb,SN002036,1435,1,
sarieng,hill; cliff,HILL,15,Noun,noun,SN002037,614,1,
saroum,to shoot; to germinate,SHOOT,16,Verb,verb,SN002043,1172,1,
saroum,shoot,SHOOT,19,Noun,verb,SN002044,1172,1,
sarua,to shave; to scrape; to sharpen (a wooden object),SHAVE,16,Verb,verb,SN002046,231,1,
sasat,quickly,FAST,19,Adverbial modifier,adjective,SN002051,1631,1,
sasul,to spoon,SPOON,11,Verb,noun,SN002055,1378,1,
sasul,spoon,SPOON,19,Noun,noun,SN002056,1378,1,
saun,night,NIGHT,19,Noun,noun,SN002057,1233,1,
sausaun,to be dark,DARK,19,Intransitive verb,adjective,SN002060,706,1,
sausaun,darkness,DARKNESS,19,Noun,noun,SN002061,11,1,
sawaun,old (not of people); ripe,RIPE,15,Noun,adjective,SN002066,178,1,
se,cuscus; possum,POSSUM,15,Noun,noun,SN002076,470,1,
se,"already; particle with perfective connotations, a.k.a. iamitive",ALREADY,15,Particle,other,SN002077,2576,1,
sebua,goanna; monitor lizard,MONITOR LIZARD,15,Noun,noun,SN002079,3017,1,
sedawak,machete,MACHETE,19,Noun,noun,SN002081,2680,1,
sehingga,so that; with the result that; until,UNTIL,15,Conjunction,other,SN002082,2753,1,
sekola,school,SCHOOL,19,Noun,noun,SN002090,673,1,
selasa,Tuesday,TUESDAY,19,Noun,noun,SN002093,1695,1,
selet,piece,PIECE,19,Noun,noun,SN002094,594,1,
seletkon,"piece (of e.g. clothing, cake, fish, wood, stone, meat)",PIECE,11,Noun,noun,SN002095,594,1,
selinku,to cheat,DECEIVE,20,Verb,verb,SN002097,3230,1,
sem,to be afraid (of),FEAR (BE AFRAID),12,Verb,verb,SN002098,1419,1,
sempang,to kick,KICK,20,Verb,verb,SN002103,1135,1,
senen,Monday,MONDAY,19,Noun,noun,SN002106,1697,1,
seng,roof; thatched roof,ROOF,15,Noun,noun,SN002107,769,1,
sepatu,shoe,SHOE,19,Noun,noun,SN002111,1381,1,
sepe,hat,HAT,19,Noun,noun,SN002112,771,1,
set,bait,BAIT,19,Noun,noun,SN002125,2013,1,
sewa,to pull,PULL,20,Verb,verb,SN002127,1455,1,
siap,to be ready,READY,11,Verb,adjective,SN002134,790,1,
sie,to sting; to prick,STING,16,Verb,verb,SN002135,571,1,
*siep,edge,EDGE,19,Noun,noun,SN002137,863,1,
sietan,ghost (from animal),GHOST,11,Noun,noun,SN002139,1175,1,
sieun,edge,EDGE,19,Noun,noun,SN002140,863,1,
sik,to sneeze,SNEEZE,20,Verb,verb,SN002141,1621,1,
sikan,cat,CAT,19,Noun,noun,SN002143,1208,1,
siktak,then; later,THEN,15,Conjunction,other,SN002147,2921,1,
*silep,back; backside,BACK,15,Noun,noun,SN002153,1291,1,
silepko,to be behind,BEHIND,11,Verb,other,SN002154,1686,1,
sin,needle,NEEDLE (FOR SEWING),19,Noun,noun,SN002156,1382,1,
sinara,offering,SACRIFICE,19,Noun,noun,SN002157,1103,1,
singasingat,(black) ant,ANT,11,Noun,noun,SN002158,587,1,
sir,to be clear,CLEAR (TO SEE),11,Intransitive verb,adjective,SN002162,3710,1,
sira,to salt,SALT,11,Verb,noun,SN002163,1274,1,
sira,salt,SALT,19,Noun,noun,SN002164,1274,1,
siriar,oven,OVEN,19,Noun,noun,SN002167,1143,1,
sirie,to order (someone to do something),ORDER,12,Verb,verb,SN002168,1128,1,
sirisiri,curtain,CURTAIN,19,Noun,noun,SN002169,2621,1,
sisir,to comb,COMB (VERB),20,Verb,verb,SN002171,2070,1,
sisir,comb,COMB,19,Noun,noun,SN002172,1475,1,
sobas,dawn,DAWN,19,Noun,noun,SN002177,729,1,
sol karek,rattan,RATTAN,19,Noun,noun,SN002181,2497,1,
som,person,PERSON,19,Noun,noun,SN002183,683,1,
somin,to be dead,DEAD,11,Intransitive verb,adjective,SN002186,1625,1,
somkabas,stranger,STRANGER,19,Noun,noun,SN002187,791,1,
sontum,person; people,PERSON,15,Noun,noun,SN002189,683,1,
sontumkabas,stranger,STRANGER,19,Noun,noun,SN002192,791,1,
sontur,example; type,TYPE (ON SOMETHING),15,Noun,verb,SN002193,3134,1,
sor,fish,FISH,19,Noun,noun,SN002195,227,1,
sor kangun,fishbone,FISHBONE,19,Noun,noun,SN002196,3799,1,
suara,voice,VOICE,19,Noun,noun,SN002213,1363,1,
suarkang,hole,HOLE,19,Noun,noun,SN002214,1667,1,
suban,to fish,FISHING,20,Verb,verb,SN002215,2638,1,
suensik,to be light (weight),LIGHT (IGNITE),12,Intransitive verb,verb,SN002219,737,1,
suka,to like; to be happy with; to want,WANT,16,Verb,verb,SN002222,1784,1,
sumsik,to be light (weight),LIGHT (IGNITE),12,Intransitive verb,verb,SN002224,737,1,
sungsung,trousers,TROUSERS,19,Noun,noun,SN002228,809,1,
suo,to cut a coconut; to break (of a wave),BREAK (DESTROY OR GET DESTROYED),12,Verb,verb,SN002229,680,1,
suol,back (body part),BACK,19,Noun,noun,SN002232,1291,1,
suolkasir,spine,SPINE,19,Noun,noun,SN002234,805,1,
suopkaling,eel,FRESHWATER EEL,19,Noun,noun,SN002236,1013,1,
suor,horns,HORN (ANATOMY),19,Noun,noun,SN002238,1393,1,
suosuo,to break,BREAK (DESTROY OR GET DESTROYED),20,Verb,verb,SN002240,680,1,
susa,to be difficult,DIFFICULT,19,Verb,adjective,SN002242,584,1,
susia,to be difficult,DIFFICULT,19,Intransitive verb,adjective,SN002243,584,1,
taba,iron; wire,IRON,15,Noun,noun,SN002251,621,1,
tabai,tobacco; tobacco plant; cigarette,TOBACCO,15,Noun,noun,SN002252,974,1,
*tabak,half,HALF,19,Classifier,noun,SN002254,816,1,
tabaktabak,to be small; to be short,SMALL,15,Intransitive verb,adjective,SN002255,1246,1,
tabalaki,tamarind,TAMARIND,19,Noun,noun,SN002256,35,1,
tabaon,to be half,HALF,11,Intransitive verb,noun,SN002259,816,1,
tabarak,to fall; to crash,FALL,16,Verb,verb,SN002260,1280,1,
taberak,jackfruit,JACKFRUIT,19,Noun,noun,SN002262,2655,1,
tabusik,to be short,SHORT,19,Intransitive verb,adjective,SN002268,1645,1,
tadon,to cough,COUGH,20,Verb,verb,SN002269,879,1,
=taet,more,MORE,19,Adverbial modifier,other,SN002274,1992,1,
=taet,again,AGAIN,19,Conjunction,other,SN002275,204,1,
tagier,to be heavy,HEAVY,19,Intransitive verb,adjective,SN002277,1210,1,
tagur,"east; east wind; wet season, when the wind comes from the east",EAST,15,Noun,noun,SN002280,1877,1,
tahan,to last; to hold in place,LAST (ENDURE),16,Verb,verb,SN002284,1186,1,
tai-,side,SIDE,19,Grammatical marker,noun,SN002285,682,1,
taikon,"half (fruit, hour); side",SIDE,15,Noun,noun,SN002286,682,1,
-tain,[contrastive focus]; alone,ALONE,15,Grammatical marker,adjective,SN002287,1964,1,
tair,side; part,SIDE,15,Noun,noun,SN002288,682,1,
*tak,"leaf; page; thin, flat surface, e.g. of a board",LEAF,15,Noun,noun,SN002289,628,1,
=tak,just; only,ONLY,15,Adverbial modifier,other,SN002291,1580,1,
talam,tray,TRAY,19,Noun,noun,SN002294,2629,1,
talawak,east,EAST,19,Noun,noun,SN002295,1877,1,
*talep,outside,OUTSIDE,19,Noun,other,SN002296,762,1,
talepko,to be outside,OUTSIDE,11,Verb,other,SN002297,762,1,
taluk,to exit; to come out; to escape,ESCAPE,16,Verb,verb,SN002299,1615,1,
tama,which; question word root,WHICH,15,Question word,other,SN002300,727,1,
tamandi,how; how are you,HOW,15,Question word,other,SN002301,1239,1,
tamatil,tomato,TOMATO,19,Noun,noun,SN002303,986,1,
tamatko,where,WHERE,19,Question word,other,SN002304,1237,1,
tamawis,where to,WHITHER (WHERE TO),19,Question word,other,SN002305,2928,1,
tamba,to add,ADD,20,Verb,verb,SN002306,2882,1,
tamun,border,BORDER,19,Noun,noun,SN002308,2546,1,
tan laus,palm of hand,PALM OF HAND,19,Noun,noun,SN002311,1183,1,
tanbes,right hand; right side,RIGHT,15,Noun,adjective,SN002314,1019,1,
*tang,seed,SEED,19,Noun,noun,SN002315,714,1,
tanggalip,fingernail,FINGERNAIL,19,Noun,noun,SN002319,1258,1,
tanggarara,ring,RING,19,Noun,noun,SN002320,1374,1,
tanggo,to hold; to carry,HOLD,16,Verb,verb,SN002322,1448,1,
tanggon,year,YEAR,19,Noun,noun,SN002323,1226,1,
tanggul,elbow,ELBOW,19,Noun,noun,SN002327,981,1,
tangguorma,"to open (e.g. book, door or folding bike, probably things that open around a pivot)",OPEN,12,Transitive verb,verb,SN002329,1156,1,
tangkap,to catch; to record,CATCH,16,Verb,verb,SN002330,702,1,
tangun,seed,SEED,19,Noun,noun,SN002331,714,1,
tanparoemun,thumb,THUMB,19,Noun,noun,SN002333,1781,1,
tanparok,finger,FINGER,19,Noun,noun,SN002334,1303,1,
tanparok raorkadok,middle finger,MIDDLE FINGER,19,Noun,noun,SN002336,3387,1,
tansahadat,index finger,FOREFINGER,19,Noun,noun,SN002337,577,1,
tantayuon,left hand; left side,LEFT,15,Noun,adjective,SN002339,244,1,
taon,one (leaf; sheet),ONE,11,Quantifier,numeral,SN002341,1493,1,
taot,to chisel,CHISEL,11,Verb,noun,SN002342,1979,1,
taot,chisel,CHISEL,19,Noun,noun,SN002343,1979,1,
taouk,to lie,LIE (REST),20,Verb,verb,SN002344,1411,1,
tapal,cloth,CLOTH,19,Noun,noun,SN002345,1616,1,
tapar,kangaroo,KANGAROO,19,Noun,noun,SN002346,164,1,
tapi,but,BUY,19,Conjunction,verb,SN002347,1869,1,
tapong,wheat flour,FLOUR,19,Noun,noun,SN002348,1594,1,
tara,"to close (e.g. door, eye, book, likely around a pivot point)",SHUT,12,Verb,verb,SN002354,1046,1,
*tara,grandchild; grandparent,GRANDCHILD,15,Noun,noun,SN002356,1617,1,
tara emnem,grandmother,GRANDMOTHER,19,Noun,noun,SN002357,1496,1,
tara esnem,grandfather,GRANDFATHER,19,Noun,noun,SN002358,1383,1,
taraman,fathom,FATHOM,19,Noun,noun,SN002363,81,1,
tarangin,south,SOUTH,19,Noun,noun,SN002364,1595,1,
taraouk,to be broken; to be snapped,BROKEN,11,Intransitive verb,adjective,SN002365,588,1,
tararapang,heel,HEEL,19,Noun,noun,SN002368,980,1,
tarian,to dance (traditionally),DANCE,12,Verb,verb,SN002373,1879,1,
tarima,to receive,GET,20,Verb,verb,SN002374,694,1,
taru,say!,SAY,11,Verb,verb,SN002375,1458,1,
taruo,to say,SAY,20,Verb,verb,SN002376,1458,1,
tas,bag,BAG,19,Noun,noun,SN002378,2468,1,
tata,grandfather,GRANDFATHER,19,Noun,noun,SN002380,1383,1,
tatanina,grandmother; respected woman,GRANDMOTHER,15,Noun,noun,SN002382,1496,1,
taukon,some,SOME,19,Quantifier,other,SN002387,1241,1,
taun,"leaf; page; thin and flat surface, e.g. of a board",LEAF,15,Noun,noun,SN002388,628,1,
=tauna,so,OF THIS KIND (SUCH),19,Conjunction,other,SN002389,2336,1,
taungtaung,"to be bent (e.g. person, tree)",CROOKED,11,Verb,adjective,SN002390,297,1,
*taur,heap,HEAP,19,Noun,noun,SN002393,2984,1,
taurkon,one (heap),ONE,11,Quantifier,numeral,SN002395,1493,1,
tawara,to chop,CHOP,20,Verb,verb,SN002396,155,1,
te,pus,PUS,19,Noun,noun,SN002401,1808,1,
=teba,[progressive]; just,JUST,15,Grammatical marker,other,SN002405,84,1,
*tebon,all,ALL,19,Quantifier,other,SN002408,98,1,
tebonggan,all,ALL,19,Quantifier,other,SN002409,98,1,
teir,oyster,OYSTERS,19,Noun,noun,SN002410,2830,1,
*teit,"neighbour; clan, relatives",NEIGHBOUR,15,Noun,noun,SN002413,1332,1,
teitei,to step on,TREAD,12,Verb,verb,SN002414,575,1,
tektek,knife,KNIFE,19,Noun,noun,SN002415,1352,1,
telin,to stop; to stay in place,STOP DOING,16,Verb,verb,SN002419,3351,1,
telpon,to telephone; to call,CALL,16,Verb,verb,SN002420,1084,1,
teltel,to move back and forth; to rock,ROCK,11,Verb,noun,SN002423,668,1,
*tem,big,BIG,19,Noun,adjective,SN002424,1202,1,
teman,friend,FRIEND,19,Noun,noun,SN002426,1325,1,
temgerun,summit; mountain top,SUMMIT,15,Noun,noun,SN002427,1614,1,
temun,to be big,BIG,19,Intransitive verb,adjective,SN002429,1202,1,
=tenden,so,OF THIS KIND (SUCH),19,Conjunction,other,SN002435,2336,1,
tenenun,to have gone bad; to be old,OLD,15,Intransitive verb,adjective,SN002436,1229,1,
teng,feather,FEATHER,19,Noun,noun,SN002438,1201,1,
tengguen,to heap,PILE UP,20,Verb,verb,SN002443,1576,1,
tengun,feather,FEATHER,19,Noun,noun,SN002445,1201,1,
teok,to be foggy; to snow,SNOWING,12,Intransitive verb,verb,SN002446,1255,1,
teok,fog; snow,FOG,15,Noun,noun,SN002447,249,1,
tep,to fruit,FRUIT,11,Verb,noun,SN002448,1507,1,
*tep,fruit,FRUIT,19,Noun,noun,SN002450,1507,1,
tepeles,jar,POT,19,Noun,noun,SN002452,1462,1,
tepkon,one (fruit),ONE,11,Quantifier,numeral,SN002453,1493,1,
ter,tea,TEA,19,Noun,noun,SN002455,1373,1,
ter,mark; scar,SCAR,15,Noun,noun,SN002456,497,1,
terus,then,THEN,19,Conjunction,other,SN002461,2921,1,
terus,to go further; to go on; to continue,CONTINUE,16,Intransitive verb,verb,SN002462,3699,1,
tete,grandfather,GRANDFATHER,19,Noun,noun,SN002463,1383,1,
teteris,sieve (without holes),SIEVE (TOOL),11,Noun,noun,SN002464,3353,1,
teun,fruit,FRUIT,19,Noun,noun,SN002466,1507,1,
teya,man,MAN,19,Noun,noun,SN002467,1554,1,
tiga,three,THREE,19,Quantifier,numeral,SN002469,492,1,
tik,to be old; to take a long time,OLD,15,Intransitive verb,adjective,SN002470,1229,1,
*tim,edge; tip,EDGE,15,Noun,noun,SN002473,863,1,
timbang,forehead,FOREHEAD,19,Noun,noun,SN002474,123,1,
timun,"edge, tip",EDGE,19,Noun,noun,SN002476,863,1,
ting,jungle; ground that hasn't been cleared yet,JUNGLE,15,Noun,noun,SN002478,3808,1,
tiri,"to move faster than walking pace, esp. to run; to sail; to swim (of fish and other sea creatures); to cycle",SAIL,16,Verb,verb,SN002479,787,1,
tiri,drum,DRUM,19,Noun,noun,SN002480,908,1,
to,[sentence tag]; right,RIGHT,15,Interjection,adjective,SN002482,1019,1,
tok,yet; still; first,FIRST,15,Adverbial modifier,other,SN002484,728,1,
tok bes,alive,BE ALIVE,19,Phrase,verb,SN002486,1422,1,
tokitoki,gecko,GECKO,19,Noun,noun,SN002489,2355,1,
toktok,to be lost,LOST,11,Intransitive verb,adjective,SN002491,3667,1,
toktok,to be alive; to still be there,BE ALIVE,16,Intransitive verb,verb,SN002492,1422,1,
tol,kingfisher,KINGFISHER,19,Noun,noun,SN002493,2444,1,
tolcie,to be cut (of string-like things); to be snapped,CUT,12,Intransitive verb,verb,SN002496,1432,1,
toman,bag,BAG,19,Noun,noun,SN002499,2468,1,
tompat,place,PLACE (POSITION),19,Noun,noun,SN002500,723,1,
tong,barrel,BARREL,19,Noun,noun,SN002501,2548,1,
toni,to say; to want; [future marker]; to think,SAY,16,Verb,verb,SN002504,1458,1,
toras,"to be empty; to be clear; to be clean (e.g. of the sky, a garden or peeled wood)",CLEAN (SOMETHING),12,Intransitive verb,verb,SN002508,2235,1,
towari,"bachelor; virgin; young person, youngster",VIRGIN,15,Noun,noun,SN002515,2298,1,
tu,to hit; to pound,HIT,16,Verb,verb,SN002516,1433,1,
tua,to live,BE ALIVE,20,Verb,verb,SN002517,1422,1,
tuaringgiar,to be old,OLD,19,Intransitive verb,adjective,SN002520,1229,1,
tuaruar,to live,BE ALIVE,20,Verb,verb,SN002521,1422,1,
tumin,watermelon,WATERMELON,19,Noun,noun,SN002525,2766,1,
tumteng,bedbug,BEDBUG,19,Noun,noun,SN002526,1949,1,
tumun,child,CHILD,19,Noun,noun,SN002527,2099,1,
tumun,small,SMALL,19,Noun,adjective,SN002528,1246,1,
tumun canam,son; sibling's son,SON,15,Noun,noun,SN002529,1620,1,
tumun miskinden,orphan,ORPHAN,19,Noun,noun,SN002531,1149,1,
tumun pas,daughter; sibling's daughter,DAUGHTER,15,Noun,noun,SN002532,1357,1,
=tun,very,VERY,19,Adverbial modifier,other,SN002534,1311,1,
tur,to fall,FALL,20,Intransitive verb,verb,SN002539,1280,1,
turing,hill,HILL,19,Noun,noun,SN002540,614,1,
u,aunt,AUNT,19,Noun,noun,SN002542,1272,1,
ukir,to measure,MEASURE,20,Verb,verb,SN002547,1506,1,
ukuran,size,SIZE (OF OBJECT),19,Noun,noun,SN002548,2845,1,
ul,urine,URINE,19,Noun,noun,SN002549,1142,1,
ulan,aunt,AUNT,19,Noun,noun,SN002550,1272,1,
uli,rudder; helmsman,RUDDER,15,Noun,noun,SN002551,108,1,
ulpom,bladder,BLADDER,19,Noun,noun,SN002552,1746,1,
ulur,to urinate,PISS,20,Verb,verb,SN002554,592,1,
umat,people,PEOPLE,19,Noun,noun,SN002555,789,1,
un=,[reflexive]; self,SELF,15,Grammatical marker,other,SN002556,1993,1,
-un,[third person singular and plural possessive suffix]; his/hers/its; theirs,THEIR,15,Grammatical marker,other,SN002557,2400,1,
unkoryap,to divide,DIVIDE,20,Verb,verb,SN002565,1119,1,
unmasir,to give birth,GIVE BIRTH,20,Verb,verb,SN002566,1195,1,
up,calm (of the sea),CALM,11,Noun,adjective,SN002569,258,1,
ur,wind,WIND,19,Noun,noun,SN002573,960,1,
ur kirun,cloud,CLOUD,19,Noun,noun,SN002574,1489,1,
uran,debt,DEBT,19,Noun,noun,SN002576,1914,1,
urap,street; road; path; way,ROAD,15,Noun,noun,SN002577,667,1,
uren,wave,WAVE,19,Noun,noun,SN002578,978,1,
us,penis,PENIS,19,Noun,noun,SN002581,1222,1,
ut,to mark,SIGN,11,Verb,noun,SN002587,1720,1,
ut,mark,SIGN,19,Noun,noun,SN002588,1720,1,
utkon,some,SOME,19,Quantifier,other,SN002590,1241,1,
wa,[proximal demonstrative]; this,THIS,15,Demonstrative,other,SN002592,1214,1,
waktu,when,WHEN,19,Conjunction,other,SN002595,1238,1,
waktu,time,TIME,19,Noun,noun,SN002596,892,1,
*wan,time,TIME,19,Noun,noun,SN002607,892,1,
wandi,like this,SIMILAR,19,Adverbial modifier,adjective,SN002608,1558,1,
wane,"[proximal demonstrative, long form]; this",THIS,15,Demonstrative,other,SN002610,1214,1,
wangga,[proximal lative]; from here; to here,FROM HERE,15,Demonstrative,other,SN002612,2927,1,
wanggon,once,ONCE (IN THE PAST),19,Adverbial modifier,other,SN002614,2914,1,
wangguwanggus,flute,FLUTE,19,Noun,noun,SN002616,777,1,
war,to fish,FISHING,20,Verb,verb,SN002619,2638,1,
war,shark,SHARK,19,Noun,noun,SN002622,1110,1,
warkin,tide,TIDE,19,Noun,noun,SN002629,891,1,
warkin garos,low tide,LOW TIDE,19,Phrase,noun,SN002630,1026,1,
warkin kararak,low tide,LOW TIDE,19,Phrase,noun,SN002631,1026,1,
warkin laur,high tide,HIGH TIDE,19,Phrase,noun,SN002632,613,1,
warkin nasesak,high tide,HIGH TIDE,19,Phrase,noun,SN002633,613,1,
warkin tararup,low tide,LOW TIDE,19,Phrase,noun,SN002634,1026,1,
warum,trash,GARBAGE,19,Noun,noun,SN002636,909,1,
waruo,to wash; to bathe; to swim,SWIM,16,Verb,verb,SN002637,1439,1,
watko,[locative proximal]; here,HERE,15,Demonstrative,other,SN002648,136,1,
welenggap,to be blue; green,GREEN,15,Intransitive verb,adjective,SN002656,1425,1,
wenawena,bee; honey,BEE,15,Noun,noun,SN002657,665,1,
wenawena eun,beehive,BEEHIVE,19,Noun,noun,SN002658,88,1,
wenggam,rust,RUST,19,Noun,noun,SN002659,3064,1,
westal,hair,HAIR,19,Noun,noun,SN002663,1040,1,
wie,mango tree; mango,MANGO,15,Noun,noun,SN002666,2398,1,
wien,fishing line,FISHING LINE,19,Noun,noun,SN002667,19,1,
wiercie,"to be unstuck, to be taken off each other (of thin flat things, like leaves, sheets of paper); to be open (of a book or laptop)",OPEN,12,Intransitive verb,verb,SN002671,1156,1,
wierun,stalk,PLANT STEM,19,Noun,noun,SN002672,2628,1,
wiet,stalk,PLANT STEM,19,Noun,noun,SN002673,2628,1,
wilak,sea,SEA,19,Noun,noun,SN002674,1474,1,
wirma,to open,OPEN,20,Verb,verb,SN002676,1156,1,
wis,yesterday,YESTERDAY,19,Adverbial modifier,other,SN002677,1174,1,
wise,long ago,LONG AGO,19,Adverbial modifier,other,SN002678,373,1,
wiseme,a long time ago,LONG AGO,11,Adverbial modifier,other,SN002679,373,1,
wol,family (in a ritual name-calling sense),FAMILY,11,Noun,noun,SN002680,194,1,
wowa,aunt; father's sister,AUNT,15,Noun,noun,SN002684,1272,1,
wowa caun,aunt; father's younger sister,AUNT,15,Noun,noun,SN002685,1272,1,
wowa temun,aunt; father's elder sister,AUNT,15,Noun,noun,SN002686,1272,1,
wuar sisiarun,grasshopper,GRASSHOPPER,19,Noun,noun,SN002687,607,1,
wuorwuor,to dream,DREAM (SOMETHING),20,Verb,verb,SN002690,1920,1,
ya,[interjection expressing agreement]; yes,YES,15,Interjection,other,SN002691,1268,1,
yakop,cockatoo; sulphur-crested cockatoo,WHITE COCKATOO,15,Noun,noun,SN002695,3009,1,
yal,to paddle,PADDLE (MOVEMENT),12,Verb,verb,SN002698,3668,1,
yal,paddle,PADDLE,19,Noun,noun,SN002699,234,1,
yalyal,to paddle,PADDLE (MOVEMENT),12,Verb,verb,SN002700,3668,1,
yam,to have sex,COPULATE,20,Verb,verb,SN002701,549,1,
yap,to divide,DIVIDE,20,Verb,verb,SN002702,1119,1,
yap seran,sweet potato; yam,YAM,15,Noun,noun,SN002704,410,1,
yar,stone,STONE,19,Noun,noun,SN002705,857,1,
yaralus,gravel,GRAVEL,19,Noun,noun,SN002708,3028,1,
yarpan,rock,ROCK,19,Noun,noun,SN002713,668,1,
yawe,[elevational]; down,DOWN,15,Demonstrative,other,SN002719,1326,1,
yawir,lime,LIME (MATERIAL),19,Noun,noun,SN002723,2540,1,
ye,or,OR,19,Conjunction,other,SN002724,1014,1,
yecie,to return,COME BACK,20,Verb,verb,SN002725,581,1,
yie,to swim,SWIM,20,Verb,verb,SN002729,1439,1,
yo,[interjection expressing agreement]; yes,YES,15,Interjection,other,SN002731,1268,1,
yume,"[distal demonstrative, long form]; that",THAT,15,Demonstrative,other,SN002735,78,1,
yumene,"[distal demonstrative, long form, mainly used identificationally]; that",THAT,15,Demonstrative,other,SN002736,78,1,
yuol,day,DAY (NOT NIGHT),19,Noun,noun,SN002737,1225,1,
yuol tama,when,WHEN,19,Question word,other,SN002738,1238,1,
yuolyuol,to be light; to be bright; to shine,SHINE,16,Intransitive verb,verb,SN002739,708,1,
yuon,sun,SUN,19,Noun,noun,SN002740,1343,1,
yuon,to rub; to clean with a rag,RUB,16,Transitive verb,verb,SN002741,1449,1,
yuon,rag,RAG,19,Noun,noun,SN002742,332,1,
yuon daruk,sunset; west,WEST,15,Noun,noun,SN002744,1817,1,
yuon monpak,dry season,DRY SEASON,19,Noun,noun,SN002745,452,1,
yuon nawariri,noon,MIDDAY,19,Noun,noun,SN002746,12,1,
yuon sara,sunrise,SUNRISE,19,Phrase,noun,SN002747,2296,1,
yuor,day,DAY (NOT NIGHT),19,Noun,noun,SN002749,1225,1,
yuor,to be right,RIGHT,11,Verb,adjective,SN002751,1019,1,
yuor,true,TRUE,19,Interjection,adjective,SN002752,1657,1,
yuorsik,to be straight,STRAIGHT,19,Intransitive verb,adjective,SN002753,1404,1,
yuwa,"[proximal demonstrative, long form] this",THIS,11,Demonstrative,other,SN002755,1214,1,
yuwandi,like this,SIMILAR,19,Adverbial modifier,adjective,SN002756,1558,1,
yuwane,"[proximal demonstrative, long form, mainly used identificationally]; this",THIS,15,Demonstrative,other,SN002757,1214,1,
yuwatko,"[locative proximal demonstrative, long form]; here",HERE,15,Demonstrative,other,SN002758,136,1,
